"﻿CustomersID","Given Name","Name","Gender","Postal Code","E-Mail","Tel Number","Age","target group","age group"
"2000374","Lino ","Schulte","male","9400","LSchulte@gmail.com","0676 / ***","29","Low Budget","18-30"
"2000375","Leo ","Sauer","male","1120","LSauer@gmail.com","0664 / ***","43","High Budget","30-50"
"2000376","Jana ","Kuhn","female","1120","JKuhn@gmail.com","0664 / ***","65","High Budget","50+"
"2000377","Eva ","Möller","female","9400","EMöller@gmail.com","0676 / ***","52","High Budget","50+"
"2000378","Lorenzo ","Stein","male","9400","LStein@gmail.com","0665 / ***","36","High Budget","30-50"
"2000379","Julie ","Schmidt","female","9400","JSchmidt@gmail.com","0676 / ***","45","High Budget","30-50"
"2000380","Sina ","Wolff","female","1120","SWolff@gmail.com","0664 / ***","62","High Budget","50+"
"2000381","Amy ","Hoffmann","female","9400","AHoffmann@gmail.com","0676 / ***","68","High Budget","50+"
"2000382","Malin ","Herrmann","female","9400","MHerrmann@gmail.com","0699 / ***","60","High Budget","50+"
"2000383","Simon ","Klein","male","1120","SKlein@gmail.com","0664 / ***","28","Low Budget","18-30"
"2000384","Jonas ","Roth","male","9400","JRoth@gmail.com","0676 / ***","63","High Budget","50+"
"2000385","Anaïs ","Zimmermann","female","1120","AZimmermann@gmail.com","0664 / ***","42","High Budget","30-50"
"2000386","Lena ","Schreiber","female","1120","LSchreiber@gmail.com","0664 / ***","44","High Budget","30-50"
"2000387","Livia ","Vogel","female","9400","LVogel@gmail.com","0676 / ***","37","High Budget","30-50"
"2000388","Fabio ","Peters","male","9400","FPeters@gmail.com","0676 / ***","30","Low Budget","30-50"
"2000389","Ajan ","Winter","male","9400","AWinter@gmail.com","0665 / ***","28","Low Budget","18-30"
"2000390","Elio ","Schulz","male","1120","ESchulz@gmail.com","0664 / ***","60","High Budget","50+"
"2000391","Melissa ","Friedrich","female","2322","MFriedrich@gmail.com","0650 / ***","61","High Budget","50+"
"2000392","Maël ","Schumacher","male","9400","MSchumacher@gmail.com","0665 / ***","60","High Budget","50+"
"2000393","Luana ","Schulze","female","9400","LSchulze@gmail.com","0699 / ***","31","High Budget","30-50"
"2000394","Nolan ","Jäger","male","9400","NJäger@gmail.com","0680 / ***","49","Low Budget","30-50"
"2000395","Evan ","Meyer","male","1120","EMeyer@gmail.com","0664 / ***","67","High Budget","50+"
"2000396","Amelia ","Kraus","female","1120","AKraus@gmail.com","0664 / ***","68","High Budget","50+"
"2000397","Rafael ","Groß","male","1120","RGroß@gmail.com","0664 / ***","61","Low Budget","50+"
"2000398","Diego ","Ziegler","male","1120","DZiegler@gmail.com","0664 / ***","47","Low Budget","30-50"
"2000399","Ryan ","Groß","male","1230","RGroß@gmail.com","0664 / ***","38","Low Budget","30-50"
"2000400","Lena ","Wolff","female","2322","LWolff@gmail.com","0650 / ***","64","High Budget","50+"
"2000401","Louis ","Zimmermann","male","9400","LZimmermann@gmail.com","0699 / ***","66","Low Budget","50+"
"2000402","Liana ","Arnold","female","1230","LArnold@gmail.com","0664 / ***","58","High Budget","50+"
"2000403","Nina ","Hartmann","female","1230","NHartmann@gmail.com","0664 / ***","37","High Budget","30-50"
"2000404","Aron ","Lehmann","male","9400","ALehmann@gmail.com","0680 / ***","40","High Budget","30-50"
"2000405","Max ","Meier","male","2322","MMeier@gmail.com","0650 / ***","42","Low Budget","30-50"
"2000406","Amélie ","Fuchs","female","2322","AFuchs@gmail.com","0650 / ***","41","High Budget","30-50"
"2000407","Victoria ","Bauer","female","9400","VBauer@gmail.com","0676 / ***","66","High Budget","50+"
"2000408","Matteo ","Weiß","male","9400","MWeiß@gmail.com","0680 / ***","43","High Budget","30-50"
"2000409","Matteo ","Schmidt","male","9400","MSchmidt@gmail.com","0699 / ***","57","Low Budget","50+"
"2000410","Jael ","Schulte","female","9400","JSchulte@gmail.com","0699 / ***","48","High Budget","30-50"
"2000411","Ben ","Herrmann","male","1230","BHerrmann@gmail.com","0664 / ***","37","Low Budget","30-50"
"2000412","Victoria ","Krämer","female","9400","VKrämer@gmail.com","0680 / ***","32","High Budget","30-50"
"2000413","Nils ","Thomas","male","1230","NThomas@gmail.com","0664 / ***","57","High Budget","50+"
"2000414","Milena ","Arnold","female","2322","MArnold@gmail.com","0650 / ***","40","High Budget","30-50"
"2000415","Amy ","Schulze","female","1230","ASchulze@gmail.com","0664 / ***","39","High Budget","30-50"
"2000416","Paula ","Kühn","female","1230","PKühn@gmail.com","0664 / ***","32","High Budget","30-50"
"2000417","Simon ","Krause","male","2322","SKrause@gmail.com","0650 / ***","55","High Budget","50+"
"2000418","Elena ","Vogel","female","9400","EVogel@gmail.com","0680 / ***","60","High Budget","50+"
"2000419","Lenny ","Köhler","male","9400","LKöhler@gmail.com","0680 / ***","34","High Budget","30-50"
"2000420","Elina ","Möller","female","9400","EMöller@gmail.com","0676 / ***","66","High Budget","50+"
"2000421","Ela ","Friedrich","female","1230","EFriedrich@gmail.com","0664 / ***","32","High Budget","30-50"
"2000422","Malea ","Huber","female","1230","MHuber@gmail.com","0664 / ***","34","High Budget","30-50"
"2000423","Diana ","Mayer","female","1230","DMayer@gmail.com","0664 / ***","48","High Budget","30-50"
"2000424","Nils ","Braun","male","9400","NBraun@gmail.com","0676 / ***","65","Low Budget","50+"
"2000425","Léa ","Bauer","female","9400","LBauer@gmail.com","0665 / ***","32","High Budget","30-50"
"2000426","Elia ","Peters","male","9400","EPeters@gmail.com","0699 / ***","31","Low Budget","30-50"
"2000427","Melina ","Fischer","female","1230","MFischer@gmail.com","0664 / ***","61","High Budget","50+"
"2000428","Stella ","Weber","female","9400","SWeber@gmail.com","0699 / ***","60","High Budget","50+"
"2000429","Laurin ","Müller","male","2322","LMüller@gmail.com","0650 / ***","51","High Budget","50+"
"2000430","Leandro ","Schneider","male","9400","LSchneider@gmail.com","0665 / ***","33","High Budget","30-50"
"2000431","Anna ","Sauer","female","9400","ASauer@gmail.com","0676 / ***","31","High Budget","30-50"
"2000432","Fabio ","Busch","male","9400","FBusch@gmail.com","0680 / ***","66","Low Budget","50+"
"2000433","Luis ","Böhm","male","1230","LBöhm@gmail.com","0664 / ***","65","Low Budget","50+"
"2000434","Noar ","Mayer","male","1230","NMayer@gmail.com","0664 / ***","28","Low Budget","18-30"
"2000435","Malin ","Hofmann","female","1230","MHofmann@gmail.com","0664 / ***","31","High Budget","30-50"
"2000436","Luca ","Zimmermann","male","9400","LZimmermann@gmail.com","0680 / ***","38","High Budget","30-50"
"2000437","Melissa ","Meyer","female","1230","MMeyer@gmail.com","0664 / ***","64","High Budget","50+"
"2000438","Ella ","Böhm","female","9400","EBöhm@gmail.com","0676 / ***","56","High Budget","50+"
"2000439","Robin ","Huber","male","9400","RHuber@gmail.com","0676 / ***","66","Low Budget","50+"
"2000440","Nicolas ","Herrmann","male","1230","NHerrmann@gmail.com","0664 / ***","62","High Budget","50+"
"2000441","Victoria ","Pfeiffer","female","9400","VPfeiffer@gmail.com","0676 / ***","37","High Budget","30-50"
"2000442","Jana ","Werner","female","1230","JWerner@gmail.com","0664 / ***","42","High Budget","30-50"
"2000443","Nils ","Böhm","male","9400","NBöhm@gmail.com","0699 / ***","60","High Budget","50+"
"2000444","Felix ","Roth","male","1230","FRoth@gmail.com","0664 / ***","57","Low Budget","50+"
"2000445","Nino ","Schulte","male","1230","NSchulte@gmail.com","0664 / ***","45","High Budget","30-50"
"2000446","Levi ","Dietrich","male","9400","LDietrich@gmail.com","0680 / ***","62","Low Budget","50+"
"2000447","Nora ","Koch","female","9400","NKoch@gmail.com","0676 / ***","49","High Budget","30-50"
"2000448","Aron ","Haas","male","1230","AHaas@gmail.com","0664 / ***","60","Low Budget","50+"
"2000449","Ethan ","Scholz","male","1230","EScholz@gmail.com","0664 / ***","38","High Budget","30-50"
"2000450","Leana ","Koch","female","9400","LKoch@gmail.com","0665 / ***","65","High Budget","50+"
"2000451","Amelia ","Krüger","female","9400","AKrüger@gmail.com","0676 / ***","35","High Budget","30-50"
"2000452","Oliver ","Richter","male","2322","ORichter@gmail.com","0650 / ***","37","High Budget","30-50"
"2000453","Sophia ","Schäfer","female","9400","SSchäfer@gmail.com","0676 / ***","60","High Budget","50+"
"2000454","Maximilian ","Schmitz","male","9400","MSchmitz@gmail.com","0676 / ***","29","High Budget","18-30"
"2000455","Lara ","Bergmann","female","1230","LBergmann@gmail.com","0664 / ***","40","High Budget","30-50"
"2000456","Anaïs ","Fischer","female","1230","AFischer@gmail.com","0664 / ***","61","High Budget","50+"
"2000457","Diego ","Maier","male","1230","DMaier@gmail.com","0664 / ***","54","Low Budget","50+"
"2000458","Lenny ","Jäger","male","9400","LJäger@gmail.com","0665 / ***","58","Low Budget","50+"
"2000459","Elena ","Keller","female","1230","EKeller@gmail.com","0664 / ***","37","High Budget","30-50"
"2000460","Marco ","Weber","male","1230","MWeber@gmail.com","0664 / ***","57","Low Budget","50+"
"2000461","Evan ","Hoffmann","male","9400","EHoffmann@gmail.com","0676 / ***","54","High Budget","50+"
"2000462","Lara ","Neumann","female","9400","LNeumann@gmail.com","0680 / ***","38","High Budget","30-50"
"2000463","Amelia ","Weiß","female","9400","AWeiß@gmail.com","0676 / ***","63","High Budget","50+"
"2000464","Victoria ","Beck","female","2322","VBeck@gmail.com","0650 / ***","54","High Budget","50+"
"2000465","Mattia ","Schröder","male","1230","MSchröder@gmail.com","0664 / ***","38","Low Budget","30-50"
"2000466","Valentina ","Neumann","female","1230","VNeumann@gmail.com","0664 / ***","62","High Budget","50+"
"2000467","Ronja ","Winter","female","9400","RWinter@gmail.com","0676 / ***","62","High Budget","50+"
"2000468","Timo ","Dietrich","male","1230","TDietrich@gmail.com","0664 / ***","37","Low Budget","30-50"
"2000469","Chiara ","Graf","female","9400","CGraf@gmail.com","0676 / ***","48","High Budget","30-50"
"2000470","Lara ","Baumann","female","1230","LBaumann@gmail.com","0664 / ***","38","High Budget","30-50"
"2000471","Lorenzo ","Peters","male","1230","LPeters@gmail.com","0664 / ***","49","Low Budget","30-50"
"2000472","Elisa ","Schulte","female","9400","ESchulte@gmail.com","0676 / ***","57","High Budget","50+"
"2000473","Maya ","Ziegler","female","9400","MZiegler@gmail.com","0680 / ***","42","High Budget","30-50"
"2000474","Mira ","Hofmann","female","9400","MHofmann@gmail.com","0665 / ***","38","High Budget","30-50"
"2000475","Nina ","Haas","female","1230","NHaas@gmail.com","0664 / ***","55","High Budget","50+"
"2000476","Elias ","Hofmann","male","1230","EHofmann@gmail.com","0664 / ***","63","High Budget","50+"
"2000477","Leonie ","Jung","female","9400","LJung@gmail.com","0699 / ***","39","High Budget","30-50"
"2000478","Manuel ","Peters","male","1230","MPeters@gmail.com","0664 / ***","65","Low Budget","50+"
"2000479","Léo ","Schubert","male","9400","LSchubert@gmail.com","0676 / ***","34","Low Budget","30-50"
"2000480","Maria ","Lehmann","female","9400","MLehmann@gmail.com","0680 / ***","59","High Budget","50+"
"2000481","Julie ","Lange","female","9400","JLange@gmail.com","0676 / ***","67","High Budget","50+"
"2000482","Jana ","Winter","female","9400","JWinter@gmail.com","0699 / ***","65","High Budget","50+"
"2000483","Lorena ","Huber","female","1230","LHuber@gmail.com","0664 / ***","64","High Budget","50+"
"2000484","Hanna ","Martin","female","1230","HMartin@gmail.com","0664 / ***","39","High Budget","30-50"
"2000485","Alessio ","Engel","male","1230","AEngel@gmail.com","0664 / ***","46","High Budget","30-50"
"2000486","Leon ","Schneider","male","9400","LSchneider@gmail.com","0680 / ***","39","High Budget","30-50"
"2000487","Léa ","Pfeiffer","female","1230","LPfeiffer@gmail.com","0664 / ***","42","High Budget","30-50"
"2000488","Sofia ","Schreiber","female","1230","SSchreiber@gmail.com","0664 / ***","41","High Budget","30-50"
"2000489","Elia ","Busch","male","1230","EBusch@gmail.com","0664 / ***","42","Low Budget","30-50"
"2000490","Zoé ","Hofmann","female","1230","ZHofmann@gmail.com","0664 / ***","33","High Budget","30-50"
"2000491","Sarah ","Klein","female","9400","SKlein@gmail.com","0676 / ***","28","High Budget","18-30"
"2000492","Ella ","Bauer","female","1230","EBauer@gmail.com","0664 / ***","32","High Budget","30-50"
"2000493","Mateo ","Jäger","male","1230","MJäger@gmail.com","0664 / ***","37","Low Budget","30-50"
"2000494","Nathan ","Frank","male","2322","NFrank@gmail.com","0650 / ***","66","Low Budget","50+"
"2000495","Valentina ","Bergmann","female","9400","VBergmann@gmail.com","0676 / ***","56","High Budget","50+"
"2000496","Amina ","Hartmann","female","9400","AHartmann@gmail.com","0676 / ***","50","High Budget","50+"
"2000497","Lia ","Weber","female","9400","LWeber@gmail.com","0676 / ***","33","High Budget","30-50"
"2000498","Timo ","Pfeiffer","male","9400","TPfeiffer@gmail.com","0699 / ***","50","High Budget","50+"
"2000499","Mattia ","Wolf","male","9400","MWolf@gmail.com","0699 / ***","54","Low Budget","50+"
"2000500","Julie ","Brandt","female","1230","JBrandt@gmail.com","0664 / ***","31","High Budget","30-50"
"2000501","Manuel ","Stein","male","1230","MStein@gmail.com","0664 / ***","47","High Budget","30-50"
"2000502","Henry ","Hofmann","male","9400","HHofmann@gmail.com","0699 / ***","65","Low Budget","50+"
"2000503","Anouk ","Hofmann","female","1230","AHofmann@gmail.com","0664 / ***","48","High Budget","30-50"
"2000504","Louis ","Martin","male","9400","LMartin@gmail.com","0665 / ***","57","Low Budget","50+"
"2000505","Noelia ","Bauer","female","2322","NBauer@gmail.com","0650 / ***","36","High Budget","30-50"
"2000506","Sofia ","Wolff","female","9400","SWolff@gmail.com","0699 / ***","49","High Budget","30-50"
"2000507","Rayan ","Schneider","male","1230","RSchneider@gmail.com","0664 / ***","35","High Budget","30-50"
"2000508","Léo ","Becker","male","9400","LBecker@gmail.com","0680 / ***","57","High Budget","50+"
"2000509","Nico ","Albrecht","male","1230","NAlbrecht@gmail.com","0664 / ***","35","Low Budget","30-50"
"2000510","Matteo ","Schmitz","male","2322","MSchmitz@gmail.com","0650 / ***","31","High Budget","30-50"
"2000511","Emilie ","Meier","female","1230","EMeier@gmail.com","0664 / ***","52","High Budget","50+"
"2000512","Timo ","Krämer","male","1230","TKrämer@gmail.com","0664 / ***","67","Low Budget","50+"
"2000513","Ella ","Pfeiffer","female","9400","EPfeiffer@gmail.com","0680 / ***","53","High Budget","50+"
"2000514","Lucie ","Heinrich","female","1230","LHeinrich@gmail.com","0664 / ***","31","High Budget","30-50"
"2000515","Marie ","Bergmann","female","9400","MBergmann@gmail.com","0699 / ***","56","High Budget","50+"
"2000516","Emilia ","Busch","female","9400","EBusch@gmail.com","0676 / ***","42","High Budget","30-50"
"2000517","Nolan ","Bauer","male","1230","NBauer@gmail.com","0664 / ***","44","Low Budget","30-50"
"2000518","Mael ","Fischer","male","2322","MFischer@gmail.com","0650 / ***","57","High Budget","50+"
"2000519","Luan ","Maier","male","9400","LMaier@gmail.com","0665 / ***","68","Low Budget","50+"
"2000520","Gabriel ","Franke","male","1230","GFranke@gmail.com","0664 / ***","42","High Budget","30-50"
"2000521","Clara ","Weiß","female","1230","CWeiß@gmail.com","0664 / ***","63","High Budget","50+"
"2000522","Charlotte ","Schulte","female","9400","CSchulte@gmail.com","0676 / ***","41","High Budget","30-50"
"2000523","Lorenzo ","Busch","male","2322","LBusch@gmail.com","0650 / ***","44","High Budget","30-50"
"2000524","Noel ","Schubert","male","9400","NSchubert@gmail.com","0680 / ***","66","Low Budget","50+"
"2000525","Emilia ","Arnold","female","9400","EArnold@gmail.com","0665 / ***","46","High Budget","30-50"
"2000526","Nino ","Schulze","male","1230","NSchulze@gmail.com","0664 / ***","41","High Budget","30-50"
"2000527","Dylan ","Huber","male","5010","DHuber@gmail.com","0680 / ***","34","High Budget","30-50"
"2000528","Fabio ","König","male","1230","FKönig@gmail.com","0664 / ***","41","Low Budget","30-50"
"2000529","Hanna ","Fuchs","female","1230","HFuchs@gmail.com","0664 / ***","40","High Budget","30-50"
"2000530","Julia ","Kuhn","female","9400","JKuhn@gmail.com","0676 / ***","51","High Budget","50+"
"2000531","Alexander ","Kraus","male","1230","AKraus@gmail.com","0664 / ***","50","Low Budget","50+"
"2000532","Manuel ","Vogel","male","1230","MVogel@gmail.com","0664 / ***","38","High Budget","30-50"
"2000533","Alex ","Ludwig","male","2322","ALudwig@gmail.com","0650 / ***","42","Low Budget","30-50"
"2000534","Ronja ","Sauer","female","9400","RSauer@gmail.com","0699 / ***","48","High Budget","30-50"
"2000535","Alicia ","Jäger","female","9400","AJäger@gmail.com","0665 / ***","50","High Budget","50+"
